amount,confidence,group_id,status,type
741.000000,0.980000,1388,matched,one_to_one
114.000000,0.980000,1389,matched,one_to_one
988.000000,0.980000,1390,matched,one_to_one
930.000000,0.980000,1391,matched,one_to_one
856.000000,0.980000,1392,matched,one_to_one
196.000000,0.980000,1393,matched,one_to_one
1184.000000,0.980000,1394,matched,one_to_one
988.000000,0.980000,1395,matched,one_to_one
185.000000,0.980000,1396,matched,one_to_one
709.000000,0.980000,1397,matched,one_to_one
1029.000000,0.980000,1398,matched,one_to_one
993.000000,0.980000,1399,matched,one_to_one
1002.000000,0.980000,1400,matched,one_to_one
915.000000,0.980000,1401,matched,one_to_one
714.000000,0.980000,1402,matched,one_to_one
960.000000,0.980000,1403,matched,one_to_one
1023.000000,0.980000,1404,matched,one_to_one
829.000000,0.980000,1405,matched,one_to_one
214.000000,0.980000,1406,matched,one_to_one
691.000000,0.980000,1407,matched,one_to_one
682.000000,0.980000,1408,matched,one_to_one
410.000000,0.980000,1409,matched,one_to_one
759.000000,0.980000,1410,matched,one_to_one
599.000000,0.980000,1411,matched,one_to_one
745.000000,0.980000,1412,matched,one_to_one
795.000000,0.980000,1413,matched,one_to_one
503.000000,0.980000,1414,matched,one_to_one
510.000000,0.980000,1415,matched,one_to_one
570.000000,0.980000,1416,matched,one_to_one
755.000000,0.980000,1417,matched,one_to_one
532.000000,0.980000,1418,matched,one_to_one
727.000000,0.980000,1419,matched,one_to_one
491.000000,0.980000,1420,matched,one_to_one
792.000000,0.980000,1421,matched,one_to_one
428.000000,0.980000,1422,matched,one_to_one
396.000000,0.980000,1423,matched,one_to_one
656.000000,0.980000,1424,matched,one_to_one
445.000000,0.980000,1425,matched,one_to_one
581.000000,0.980000,1426,matched,one_to_one
400.000000,0.980000,1427,matched,one_to_one
454.000000,0.980000,1428,matched,one_to_one
798.000000,0.980000,1429,matched,one_to_one
708.000000,0.980000,1430,matched,one_to_one
712.000000,0.980000,1431,matched,one_to_one
390.000000,0.980000,1432,matched,one_to_one
424.000000,0.980000,1433,matched,one_to_one
693.000000,0.980000,1434,matched,one_to_one
609.000000,0.980000,1435,matched,one_to_one
746.000000,0.980000,1436,matched,one_to_one
763.000000,0.980000,1437,matched,one_to_one
581.000000,0.980000,1438,matched,one_to_one
279.000000,0.980000,1439,matched,one_to_one
743.000000,0.980000,1440,matched,one_to_one
684.000000,0.980000,1441,matched,one_to_one
549.000000,0.980000,1442,matched,one_to_one
769.000000,0.980000,1443,matched,one_to_one
736.000000,0.980000,1444,matched,one_to_one
576.000000,0.980000,1445,matched,one_to_one
741.000000,0.980000,1446,matched,one_to_one
288.000000,0.980000,1447,matched,one_to_one
726.000000,0.980000,1448,matched,one_to_one
540.000000,0.980000,1449,matched,one_to_one
778.000000,0.980000,1450,matched,one_to_one
717.000000,0.980000,1451,matched,one_to_one
684.000000,0.980000,1452,matched,one_to_one
685.000000,0.980000,1453,matched,one_to_one
418.000000,0.980000,1454,matched,one_to_one
177.000000,0.980000,1455,matched,one_to_one
574.000000,0.980000,1456,matched,one_to_one
512.000000,0.980000,1457,matched,one_to_one
565.000000,0.980000,1458,matched,one_to_one
531.000000,0.980000,1459,matched,one_to_one
154.000000,0.980000,1460,matched,one_to_one
765.000000,0.980000,1462,matched,one_to_one
486.000000,0.980000,1463,matched,one_to_one
748.000000,0.980000,1465,matched,one_to_one
712.000000,0.980000,1466,matched,one_to_one
654.000000,0.980000,1467,matched,one_to_one
153.000000,0.980000,1468,matched,one_to_one
638.000000,0.980000,1469,matched,one_to_one
450.000000,0.980000,1470,matched,one_to_one
663.000000,0.980000,1471,matched,one_to_one
195.000000,0.980000,1472,matched,one_to_one
799.000000,0.980000,1473,matched,one_to_one
564.000000,0.980000,1474,matched,one_to_one
497.000000,0.980000,1475,matched,one_to_one
406.000000,0.980000,1476,matched,one_to_one
560.000000,0.980000,1477,matched,one_to_one
546.000000,0.980000,1478,matched,one_to_one
135.000000,0.980000,1479,matched,one_to_one
587.000000,0.980000,1480,matched,one_to_one
784.000000,0.980000,1481,matched,one_to_one
410.000000,0.980000,1482,matched,one_to_one
785.000000,0.980000,1483,matched,one_to_one
518.000000,0.980000,1484,matched,one_to_one
660.000000,0.980000,1485,matched,one_to_one
655.000000,0.980000,1486,matched,one_to_one
625.000000,0.980000,1487,matched,one_to_one
754.000000,0.980000,1488,matched,one_to_one
741.000000,0.980000,1489,matched,one_to_one
480.000000,0.980000,1490,matched,one_to_one
519.000000,0.980000,1491,matched,one_to_one
614.000000,0.980000,1492,matched,one_to_one
439.000000,0.980000,1495,matched,one_to_one
680.000000,0.980000,1496,matched,one_to_one
645.000000,0.980000,1497,matched,one_to_one
403.000000,0.980000,1498,matched,one_to_one
128.000000,0.980000,1499,matched,one_to_one
497.000000,0.980000,1500,matched,one_to_one
474.000000,0.980000,1501,matched,one_to_one
527.000000,0.980000,1502,matched,one_to_one
455.000000,0.980000,1503,matched,one_to_one
433.000000,0.980000,1504,matched,one_to_one
552.000000,0.980000,1505,matched,one_to_one
475.000000,0.980000,1506,matched,one_to_one
761.000000,0.980000,1507,matched,one_to_one
126.000000,0.980000,1508,matched,one_to_one
686.000000,0.980000,1509,matched,one_to_one
567.000000,0.980000,1510,matched,one_to_one
636.000000,0.980000,1511,matched,one_to_one
793.000000,0.980000,1512,matched,one_to_one
589.000000,0.980000,1513,matched,one_to_one
463.000000,0.980000,1514,matched,one_to_one
709.000000,0.980000,1515,matched,one_to_one
706.000000,0.980000,1516,matched,one_to_one
470.000000,0.980000,1517,matched,one_to_one
428.000000,0.980000,1518,matched,one_to_one
695.000000,0.980000,1519,matched,one_to_one
563.000000,0.980000,1520,matched,one_to_one
694.000000,0.980000,1521,matched,one_to_one
709.000000,0.980000,1522,matched,one_to_one
510.000000,0.980000,1523,matched,one_to_one
468.000000,0.980000,1524,matched,one_to_one
649.000000,0.980000,1525,matched,one_to_one
247.000000,0.980000,1526,matched,one_to_one
626.000000,0.980000,1527,matched,one_to_one
736.000000,0.980000,1528,matched,one_to_one
764.000000,0.980000,1529,matched,one_to_one
300.000000,0.980000,1530,matched,one_to_one
472.000000,0.980000,1531,matched,one_to_one
116.000000,0.980000,1532,matched,one_to_one
616.000000,0.980000,1533,matched,one_to_one
503.000000,0.980000,1534,matched,one_to_one
438.000000,0.980000,1535,matched,one_to_one
328.000000,0.980000,1536,matched,one_to_one
571.000000,0.980000,1537,matched,one_to_one
501.000000,0.980000,1538,matched,one_to_one
674.000000,0.980000,1539,matched,one_to_one
704.000000,0.980000,1540,matched,one_to_one
429.000000,0.980000,1541,matched,one_to_one
710.000000,0.980000,1542,matched,one_to_one
411.000000,0.980000,1543,matched,one_to_one
615.000000,0.980000,1544,matched,one_to_one
548.000000,0.980000,1545,matched,one_to_one
773.000000,0.980000,1546,matched,one_to_one
599.000000,0.980000,1547,matched,one_to_one
488.000000,0.980000,1548,matched,one_to_one
558.000000,0.980000,1549,matched,one_to_one
864.000000,0.980000,1550,matched,one_to_one
787.000000,0.980000,1551,matched,one_to_one
698.000000,0.980000,1552,matched,one_to_one
781.000000,0.980000,1553,matched,one_to_one
749.000000,0.980000,1554,matched,one_to_one
834.000000,0.980000,1555,matched,one_to_one
636.000000,0.980000,1556,matched,one_to_one
427.000000,0.980000,1557,matched,one_to_one
814.000000,0.980000,1558,matched,one_to_one
581.000000,0.980000,1559,matched,one_to_one
871.000000,0.980000,1560,matched,one_to_one
901.000000,0.980000,1561,matched,one_to_one
602.000000,0.980000,1562,matched,one_to_one
258.000000,0.980000,1563,matched,one_to_one
607.000000,0.980000,1564,matched,one_to_one
197.000000,0.980000,1565,matched,one_to_one
792.000000,0.980000,1566,matched,one_to_one
973.000000,0.980000,1567,matched,one_to_one
863.000000,0.980000,1568,matched,one_to_one
875.000000,0.980000,1569,matched,one_to_one
848.000000,0.980000,1570,matched,one_to_one
896.000000,0.980000,1571,matched,one_to_one
515.000000,0.980000,1572,matched,one_to_one
607.000000,0.980000,1573,matched,one_to_one
810.000000,0.980000,1574,matched,one_to_one
533.000000,0.980000,1575,matched,one_to_one
346.000000,0.980000,1576,matched,one_to_one
640.000000,0.980000,1577,matched,one_to_one
595.000000,0.980000,1578,matched,one_to_one
538.000000,0.980000,1579,matched,one_to_one
128.000000,0.980000,1580,matched,one_to_one
976.000000,0.980000,1581,matched,one_to_one
335.000000,0.980000,1582,matched,one_to_one
771.000000,0.980000,1583,matched,one_to_one
738.000000,0.980000,1584,matched,one_to_one
913.000000,0.980000,1585,matched,one_to_one
858.000000,0.980000,1586,matched,one_to_one
564.000000,0.980000,1587,matched,one_to_one
502.000000,0.980000,1588,matched,one_to_one
875.000000,0.980000,1589,matched,one_to_one
823.000000,0.980000,1590,matched,one_to_one
792.000000,0.980000,1591,matched,one_to_one
292.000000,0.980000,1592,matched,one_to_one
993.000000,0.980000,1593,matched,one_to_one
498.000000,0.980000,1594,matched,one_to_one
876.000000,0.980000,1595,matched,one_to_one
639.000000,0.980000,1596,matched,one_to_one
792.000000,0.980000,1597,matched,one_to_one
926.000000,0.980000,1598,matched,one_to_one
794.000000,0.980000,1599,matched,one_to_one
801.000000,0.980000,1600,matched,one_to_one
561.000000,0.980000,1601,matched,one_to_one
652.000000,0.980000,1602,matched,one_to_one
759.000000,0.980000,1603,matched,one_to_one
647.000000,0.980000,1604,matched,one_to_one
809.000000,0.980000,1605,matched,one_to_one
992.000000,0.980000,1606,matched,one_to_one
206.000000,0.980000,1607,matched,one_to_one
812.000000,0.980000,1608,matched,one_to_one
740.000000,0.980000,1609,matched,one_to_one
875.000000,0.980000,1610,matched,one_to_one
760.000000,0.980000,1611,matched,one_to_one
714.000000,0.980000,1612,matched,one_to_one
598.000000,0.980000,1613,matched,one_to_one
740.000000,0.980000,1614,matched,one_to_one
277.000000,0.980000,1615,matched,one_to_one
561.000000,0.980000,1616,matched,one_to_one
502.000000,0.980000,1617,matched,one_to_one
985.000000,0.980000,1618,matched,one_to_one
880.000000,0.980000,1619,matched,one_to_one
828.000000,0.980000,1620,matched,one_to_one
1056.000000,0.980000,1621,matched,one_to_one
204.000000,0.980000,1622,matched,one_to_one
822.000000,0.980000,1623,matched,one_to_one
236.000000,0.980000,1624,matched,one_to_one
1108.000000,0.980000,1625,matched,one_to_one
869.000000,0.980000,1626,matched,one_to_one
739.000000,0.980000,1627,matched,one_to_one
1094.000000,0.980000,1628,matched,one_to_one
223.000000,0.980000,1629,matched,one_to_one
1088.000000,0.980000,1630,matched,one_to_one
136.000000,0.980000,1631,matched,one_to_one
875.000000,0.980000,1632,matched,one_to_one
1152.000000,0.980000,1633,matched,one_to_one
813.000000,0.980000,1634,matched,one_to_one
923.000000,0.980000,1635,matched,one_to_one
814.000000,0.980000,1636,matched,one_to_one
755.000000,0.980000,1637,matched,one_to_one
739.000000,0.980000,1638,matched,one_to_one
936.000000,0.980000,1639,matched,one_to_one
915.000000,0.980000,1640,matched,one_to_one
867.000000,0.980000,1641,matched,one_to_one
758.000000,0.980000,1642,matched,one_to_one
868.000000,0.980000,1643,matched,one_to_one
869.000000,0.980000,1645,matched,one_to_one
254.000000,0.980000,1646,matched,one_to_one
706.000000,0.980000,1647,matched,one_to_one
1198.000000,0.980000,1649,matched,one_to_one
1125.000000,0.980000,1650,matched,one_to_one
462.000000,0.980000,1651,matched,one_to_one
857.000000,0.980000,1652,matched,one_to_one
781.000000,0.980000,1653,matched,one_to_one
905.000000,0.980000,1654,matched,one_to_one
711.000000,0.980000,1655,matched,one_to_one
323.000000,0.980000,1656,matched,one_to_one
745.000000,0.980000,1657,matched,one_to_one
932.000000,0.980000,1658,matched,one_to_one
922.000000,0.980000,1659,matched,one_to_one
1147.000000,0.980000,1660,matched,one_to_one
862.000000,0.980000,1661,matched,one_to_one
173.000000,0.980000,1662,matched,one_to_one
923.000000,0.980000,1663,matched,one_to_one
1111.000000,0.980000,1664,matched,one_to_one
921.000000,0.980000,1665,matched,one_to_one
977.000000,0.980000,1666,matched,one_to_one
1051.000000,0.980000,1667,matched,one_to_one
1023.000000,0.980000,1668,matched,one_to_one
716.000000,0.980000,1669,matched,one_to_one
1100.000000,0.980000,1670,matched,one_to_one
892.000000,0.980000,1671,matched,one_to_one
219.000000,0.980000,1672,matched,one_to_one
909.000000,0.980000,1673,matched,one_to_one
891.000000,0.980000,1674,matched,one_to_one
903.000000,0.980000,1675,matched,one_to_one
926.000000,0.980000,1676,matched,one_to_one
1159.000000,0.980000,1677,matched,one_to_one
494.000000,0.980000,1678,matched,one_to_one
833.000000,0.980000,1679,matched,one_to_one
1115.000000,0.980000,1680,matched,one_to_one
757.000000,0.980000,1681,matched,one_to_one
325.000000,0.980000,1682,matched,one_to_one
703.000000,0.980000,1683,matched,one_to_one
1096.000000,0.980000,1684,matched,one_to_one
970.000000,0.980000,1685,matched,one_to_one
856.000000,0.980000,1686,matched,one_to_one
987.000000,0.980000,1687,matched,one_to_one
183.000000,0.980000,1688,matched,one_to_one
726.000000,0.980000,1689,matched,one_to_one
1081.000000,0.980000,1690,matched,one_to_one
191.000000,0.980000,1691,matched,one_to_one
720.000000,0.980000,1692,matched,one_to_one
1056.000000,0.980000,1693,matched,one_to_one
961.000000,0.980000,1694,matched,one_to_one
1152.000000,0.980000,1695,matched,one_to_one
956.000000,0.980000,1696,matched,one_to_one
1121.000000,0.980000,1697,matched,one_to_one
1144.000000,0.980000,1698,matched,one_to_one
1196.000000,0.980000,1699,matched,one_to_one
711.000000,0.980000,1700,matched,one_to_one
1191.000000,0.980000,1701,matched,one_to_one
771.000000,0.980000,1702,matched,one_to_one
244.000000,0.980000,1703,matched,one_to_one
1008.000000,0.980000,1704,matched,one_to_one
126.000000,0.980000,1705,matched,one_to_one
1199.000000,0.980000,1706,matched,one_to_one
448.000000,0.980000,1707,matched,one_to_one
880.000000,0.980000,1708,matched,one_to_one
1077.000000,0.980000,1709,matched,one_to_one
745.000000,0.980000,1710,matched,one_to_one
921.000000,0.980000,1711,matched,one_to_one
372.000000,0.980000,1712,matched,one_to_one
1039.000000,0.980000,1713,matched,one_to_one
865.000000,0.980000,1714,matched,one_to_one
1143.000000,0.980000,1715,matched,one_to_one
216.000000,0.980000,1716,matched,one_to_one
1043.000000,0.980000,1717,matched,one_to_one
763.000000,0.980000,1718,matched,one_to_one
771.000000,0.980000,1719,matched,one_to_one
1177.000000,0.980000,1720,matched,one_to_one
1065.000000,0.980000,1721,matched,one_to_one
865.000000,0.980000,1722,matched,one_to_one
1000.000000,0.980000,1723,matched,one_to_one
801.000000,0.980000,1724,matched,one_to_one
966.000000,0.980000,1725,matched,one_to_one
787.000000,0.980000,1726,matched,one_to_one
175.000000,0.980000,1727,matched,one_to_one
745.000000,0.980000,1728,matched,one_to_one
179.000000,0.980000,1729,matched,one_to_one
847.000000,0.980000,1730,matched,one_to_one
1123.000000,0.980000,1731,matched,one_to_one
452.000000,0.980000,1732,matched,one_to_one
924.000000,0.980000,1733,matched,one_to_one
176.000000,0.980000,1734,matched,one_to_one
853.000000,0.980000,1735,matched,one_to_one
893.000000,0.980000,1736,matched,one_to_one
789.000000,0.980000,1737,matched,one_to_one
1197.000000,0.980000,1738,matched,one_to_one
805.000000,0.980000,1739,matched,one_to_one
404.000000,0.980000,1740,matched,one_to_one
1016.000000,0.980000,1741,matched,one_to_one
1089.000000,0.980000,1742,matched,one_to_one
772.000000,0.980000,1743,matched,one_to_one
140.000000,0.980000,1744,matched,one_to_one
903.000000,0.980000,1745,matched,one_to_one
877.000000,0.980000,1746,matched,one_to_one
783.000000,0.980000,1747,matched,one_to_one
950.000000,0.980000,1748,matched,one_to_one
1158.000000,0.980000,1749,matched,one_to_one
1087.000000,0.980000,1750,matched,one_to_one
721.000000,0.980000,1751,matched,one_to_one
702.000000,0.980000,1752,matched,one_to_one
287.000000,0.980000,1753,matched,one_to_one
713.000000,0.980000,1754,matched,one_to_one
111.000000,0.980000,1755,matched,one_to_one
1096.000000,0.980000,1756,matched,one_to_one
942.000000,0.980000,1757,matched,one_to_one
754.000000,0.980000,1758,matched,one_to_one
872.000000,0.980000,1759,matched,one_to_one
218.000000,0.980000,1760,matched,one_to_one
882.000000,0.980000,1761,matched,one_to_one
399.000000,0.980000,1762,matched,one_to_one
1153.000000,0.980000,1763,matched,one_to_one
849.000000,0.980000,1764,matched,one_to_one
1011.000000,0.980000,1765,matched,one_to_one
830.000000,0.980000,1766,matched,one_to_one
342.000000,0.980000,1767,matched,one_to_one
1144.000000,0.980000,1768,matched,one_to_one
306.000000,0.980000,1769,matched,one_to_one
1090.000000,0.980000,1770,matched,one_to_one
1049.000000,0.980000,1771,matched,one_to_one
1141.000000,0.980000,1772,matched,one_to_one
