applied_amount,invoice_id,payment_application_id,payment_id,status
1113.000000,INV-2022-0009,PAPP-2022-0009,PAY-2022-0009,matched
1113.000000,INV-2022-0009,PAPP-2022-0009,PAY-2022-0009,matched
1113.000000,INV-2022-0009,PAPP-2022-0009,PAY-2022-0009,matched
891.000000,INV-2022-0010,PAPP-2022-0010,PAY-2022-0010,matched
891.000000,INV-2022-0010,PAPP-2022-0010,PAY-2022-0010,matched
891.000000,INV-2022-0010,PAPP-2022-0010,PAY-2022-0010,matched
891.000000,INV-2022-0010,PAPP-2022-0010,PAY-2022-0010,matched
860.000000,INV-2022-0011,PAPP-2022-0011,PAY-2022-0011,matched
860.000000,INV-2022-0011,PAPP-2022-0011,PAY-2022-0011,matched
860.000000,INV-2022-0011,PAPP-2022-0011,PAY-2022-0011,matched
860.000000,INV-2022-0011,PAPP-2022-0011,PAY-2022-0011,matched
721.000000,INV-2022-0012,PAPP-2022-0012,PAY-2022-0012,matched
721.000000,INV-2022-0012,PAPP-2022-0012,PAY-2022-0012,matched
721.000000,INV-2022-0012,PAPP-2022-0012,PAY-2022-0012,matched
721.000000,INV-2022-0012,PAPP-2022-0012,PAY-2022-0012,matched
1174.000000,INV-2022-0013,PAPP-2022-0013,PAY-2022-0013,matched
1174.000000,INV-2022-0013,PAPP-2022-0013,PAY-2022-0013,matched
1174.000000,INV-2022-0013,PAPP-2022-0013,PAY-2022-0013,matched
1174.000000,INV-2022-0013,PAPP-2022-0013,PAY-2022-0013,matched
869.000000,INV-2022-0014,PAPP-2022-0014,PAY-2022-0014,matched
869.000000,INV-2022-0014,PAPP-2022-0014,PAY-2022-0014,matched
869.000000,INV-2022-0014,PAPP-2022-0014,PAY-2022-0014,matched
869.000000,INV-2022-0014,PAPP-2022-0014,PAY-2022-0014,matched
1063.000000,INV-2022-0015,PAPP-2022-0015,PAY-2022-0015,matched
1063.000000,INV-2022-0015,PAPP-2022-0015,PAY-2022-0015,matched
1063.000000,INV-2022-0015,PAPP-2022-0015,PAY-2022-0015,matched
1063.000000,INV-2022-0015,PAPP-2022-0015,PAY-2022-0015,matched
1019.000000,INV-2022-0016,PAPP-2022-0016,PAY-2022-0016,matched
1019.000000,INV-2022-0016,PAPP-2022-0016,PAY-2022-0016,matched
1019.000000,INV-2022-0016,PAPP-2022-0016,PAY-2022-0016,matched
1019.000000,INV-2022-0016,PAPP-2022-0016,PAY-2022-0016,matched
1184.000000,INV-2022-0017,PAPP-2022-0017,PAY-2022-0017,matched
1184.000000,INV-2022-0017,PAPP-2022-0017,PAY-2022-0017,matched
1184.000000,INV-2022-0017,PAPP-2022-0017,PAY-2022-0017,matched
1184.000000,INV-2022-0017,PAPP-2022-0017,PAY-2022-0017,matched
720.000000,INV-2022-0018,PAPP-2022-0018,PAY-2022-0018,matched
720.000000,INV-2022-0018,PAPP-2022-0018,PAY-2022-0018,matched
720.000000,INV-2022-0018,PAPP-2022-0018,PAY-2022-0018,matched
720.000000,INV-2022-0018,PAPP-2022-0018,PAY-2022-0018,matched
973.000000,INV-2022-0019,PAPP-2022-0019,PAY-2022-0019,matched
973.000000,INV-2022-0019,PAPP-2022-0019,PAY-2022-0019,matched
973.000000,INV-2022-0019,PAPP-2022-0019,PAY-2022-0019,matched
973.000000,INV-2022-0019,PAPP-2022-0019,PAY-2022-0019,matched
1015.000000,INV-2022-0020,PAPP-2022-0020,PAY-2022-0020,matched
1015.000000,INV-2022-0020,PAPP-2022-0020,PAY-2022-0020,matched
1015.000000,INV-2022-0020,PAPP-2022-0020,PAY-2022-0020,matched
1015.000000,INV-2022-0020,PAPP-2022-0020,PAY-2022-0020,matched
964.000000,INV-2022-0021,PAPP-2022-0021,PAY-2022-0021,matched
964.000000,INV-2022-0021,PAPP-2022-0021,PAY-2022-0021,matched
964.000000,INV-2022-0021,PAPP-2022-0021,PAY-2022-0021,matched
964.000000,INV-2022-0021,PAPP-2022-0021,PAY-2022-0021,matched
791.000000,INV-2022-0022,PAPP-2022-0022,PAY-2022-0022,matched
791.000000,INV-2022-0022,PAPP-2022-0022,PAY-2022-0022,matched
791.000000,INV-2022-0022,PAPP-2022-0022,PAY-2022-0022,matched
791.000000,INV-2022-0022,PAPP-2022-0022,PAY-2022-0022,matched
1154.000000,INV-2022-0023,PAPP-2022-0023,PAY-2022-0023,matched
1154.000000,INV-2022-0023,PAPP-2022-0023,PAY-2022-0023,matched
1154.000000,INV-2022-0023,PAPP-2022-0023,PAY-2022-0023,matched
1154.000000,INV-2022-0023,PAPP-2022-0023,PAY-2022-0023,matched
963.000000,INV-2022-0024,PAPP-2022-0024,PAY-2022-0024,matched
963.000000,INV-2022-0024,PAPP-2022-0024,PAY-2022-0024,matched
963.000000,INV-2022-0024,PAPP-2022-0024,PAY-2022-0024,matched
963.000000,INV-2022-0024,PAPP-2022-0024,PAY-2022-0024,matched
1119.000000,INV-2022-0025,PAPP-2022-0025,PAY-2022-0025,matched
1119.000000,INV-2022-0025,PAPP-2022-0025,PAY-2022-0025,matched
1119.000000,INV-2022-0025,PAPP-2022-0025,PAY-2022-0025,matched
1119.000000,INV-2022-0025,PAPP-2022-0025,PAY-2022-0025,matched
1089.000000,INV-2022-0026,PAPP-2022-0026,PAY-2022-0026,matched
1089.000000,INV-2022-0026,PAPP-2022-0026,PAY-2022-0026,matched
1089.000000,INV-2022-0026,PAPP-2022-0026,PAY-2022-0026,matched
1089.000000,INV-2022-0026,PAPP-2022-0026,PAY-2022-0026,matched
959.000000,INV-2022-0027,PAPP-2022-0027,PAY-2022-0027,matched
959.000000,INV-2022-0027,PAPP-2022-0027,PAY-2022-0027,matched
959.000000,INV-2022-0027,PAPP-2022-0027,PAY-2022-0027,matched
959.000000,INV-2022-0027,PAPP-2022-0027,PAY-2022-0027,matched
917.000000,INV-2022-0028,PAPP-2022-0028,PAY-2022-0028,matched
917.000000,INV-2022-0028,PAPP-2022-0028,PAY-2022-0028,matched
917.000000,INV-2022-0028,PAPP-2022-0028,PAY-2022-0028,matched
917.000000,INV-2022-0028,PAPP-2022-0028,PAY-2022-0028,matched
901.000000,INV-2022-0029,PAPP-2022-0029,PAY-2022-0029,matched
901.000000,INV-2022-0029,PAPP-2022-0029,PAY-2022-0029,matched
901.000000,INV-2022-0029,PAPP-2022-0029,PAY-2022-0029,matched
901.000000,INV-2022-0029,PAPP-2022-0029,PAY-2022-0029,matched
969.000000,INV-2022-0030,PAPP-2022-0030,PAY-2022-0030,matched
969.000000,INV-2022-0030,PAPP-2022-0030,PAY-2022-0030,matched
969.000000,INV-2022-0030,PAPP-2022-0030,PAY-2022-0030,matched
969.000000,INV-2022-0030,PAPP-2022-0030,PAY-2022-0030,matched
970.000000,INV-2022-0031,PAPP-2022-0031,PAY-2022-0031,matched
970.000000,INV-2022-0031,PAPP-2022-0031,PAY-2022-0031,matched
970.000000,INV-2022-0031,PAPP-2022-0031,PAY-2022-0031,matched
970.000000,INV-2022-0031,PAPP-2022-0031,PAY-2022-0031,matched
889.000000,INV-2022-0032,PAPP-2022-0032,PAY-2022-0032,matched
889.000000,INV-2022-0032,PAPP-2022-0032,PAY-2022-0032,matched
889.000000,INV-2022-0032,PAPP-2022-0032,PAY-2022-0032,matched
889.000000,INV-2022-0032,PAPP-2022-0032,PAY-2022-0032,matched
907.000000,INV-2022-0033,PAPP-2022-0033,PAY-2022-0033,matched
907.000000,INV-2022-0033,PAPP-2022-0033,PAY-2022-0033,matched
907.000000,INV-2022-0033,PAPP-2022-0033,PAY-2022-0033,matched
907.000000,INV-2022-0033,PAPP-2022-0033,PAY-2022-0033,matched
5779.000000,INV-2022-0034,PAPP-2022-0034,PAY-2022-0034,partially_matched
5779.000000,INV-2022-0034,PAPP-2022-0034,PAY-2022-0034,partially_matched
5779.000000,INV-2022-0034,PAPP-2022-0034,PAY-2022-0034,partially_matched
1066.000000,INV-2022-0035,PAPP-2022-0035,PAY-2022-0035,matched
1066.000000,INV-2022-0035,PAPP-2022-0035,PAY-2022-0035,matched
1066.000000,INV-2022-0035,PAPP-2022-0035,PAY-2022-0035,matched
1066.000000,INV-2022-0035,PAPP-2022-0035,PAY-2022-0035,matched
1109.000000,INV-2022-0036,PAPP-2022-0036,PAY-2022-0036,matched
1109.000000,INV-2022-0036,PAPP-2022-0036,PAY-2022-0036,matched
1109.000000,INV-2022-0036,PAPP-2022-0036,PAY-2022-0036,matched
1109.000000,INV-2022-0036,PAPP-2022-0036,PAY-2022-0036,matched
887.000000,INV-2022-0037,PAPP-2022-0037,PAY-2022-0037,matched
887.000000,INV-2022-0037,PAPP-2022-0037,PAY-2022-0037,matched
887.000000,INV-2022-0037,PAPP-2022-0037,PAY-2022-0037,matched
887.000000,INV-2022-0037,PAPP-2022-0037,PAY-2022-0037,matched
740.000000,INV-2022-0038,PAPP-2022-0038,PAY-2022-0038,matched
740.000000,INV-2022-0038,PAPP-2022-0038,PAY-2022-0038,matched
740.000000,INV-2022-0038,PAPP-2022-0038,PAY-2022-0038,matched
740.000000,INV-2022-0038,PAPP-2022-0038,PAY-2022-0038,matched
1000.000000,INV-2022-0039,PAPP-2022-0039,PAY-2022-0039,matched
1000.000000,INV-2022-0039,PAPP-2022-0039,PAY-2022-0039,matched
1000.000000,INV-2022-0039,PAPP-2022-0039,PAY-2022-0039,matched
1000.000000,INV-2022-0039,PAPP-2022-0039,PAY-2022-0039,matched
1043.000000,INV-2022-0040,PAPP-2022-0040,PAY-2022-0040,matched
1043.000000,INV-2022-0040,PAPP-2022-0040,PAY-2022-0040,matched
1043.000000,INV-2022-0040,PAPP-2022-0040,PAY-2022-0040,matched
1043.000000,INV-2022-0040,PAPP-2022-0040,PAY-2022-0040,matched
835.000000,INV-2022-0041,PAPP-2022-0041,PAY-2022-0041,matched
835.000000,INV-2022-0041,PAPP-2022-0041,PAY-2022-0041,matched
835.000000,INV-2022-0041,PAPP-2022-0041,PAY-2022-0041,matched
835.000000,INV-2022-0041,PAPP-2022-0041,PAY-2022-0041,matched
780.000000,INV-2022-0042,PAPP-2022-0042,PAY-2022-0042,matched
780.000000,INV-2022-0042,PAPP-2022-0042,PAY-2022-0042,matched
780.000000,INV-2022-0042,PAPP-2022-0042,PAY-2022-0042,matched
780.000000,INV-2022-0042,PAPP-2022-0042,PAY-2022-0042,matched
1118.000000,INV-2022-0043,PAPP-2022-0043,PAY-2022-0043,matched
1118.000000,INV-2022-0043,PAPP-2022-0043,PAY-2022-0043,matched
1118.000000,INV-2022-0043,PAPP-2022-0043,PAY-2022-0043,matched
1118.000000,INV-2022-0043,PAPP-2022-0043,PAY-2022-0043,matched
960.000000,INV-2022-0044,PAPP-2022-0044,PAY-2022-0044,matched
960.000000,INV-2022-0044,PAPP-2022-0044,PAY-2022-0044,matched
960.000000,INV-2022-0044,PAPP-2022-0044,PAY-2022-0044,matched
960.000000,INV-2022-0044,PAPP-2022-0044,PAY-2022-0044,matched
740.000000,INV-2022-0045,PAPP-2022-0045,PAY-2022-0045,matched
740.000000,INV-2022-0045,PAPP-2022-0045,PAY-2022-0045,matched
740.000000,INV-2022-0045,PAPP-2022-0045,PAY-2022-0045,matched
740.000000,INV-2022-0045,PAPP-2022-0045,PAY-2022-0045,matched
900.000000,INV-2022-0046,PAPP-2022-0046,PAY-2022-0046,matched
900.000000,INV-2022-0046,PAPP-2022-0046,PAY-2022-0046,matched
900.000000,INV-2022-0046,PAPP-2022-0046,PAY-2022-0046,matched
900.000000,INV-2022-0046,PAPP-2022-0046,PAY-2022-0046,matched
1117.000000,INV-2022-0047,PAPP-2022-0047,PAY-2022-0047,matched
1117.000000,INV-2022-0047,PAPP-2022-0047,PAY-2022-0047,matched
1117.000000,INV-2022-0047,PAPP-2022-0047,PAY-2022-0047,matched
1117.000000,INV-2022-0047,PAPP-2022-0047,PAY-2022-0047,matched
798.000000,INV-2022-0048,PAPP-2022-0048,PAY-2022-0048,matched
798.000000,INV-2022-0048,PAPP-2022-0048,PAY-2022-0048,matched
798.000000,INV-2022-0048,PAPP-2022-0048,PAY-2022-0048,matched
798.000000,INV-2022-0048,PAPP-2022-0048,PAY-2022-0048,matched
913.000000,INV-2022-0049,PAPP-2022-0049,PAY-2022-0049,matched
913.000000,INV-2022-0049,PAPP-2022-0049,PAY-2022-0049,matched
913.000000,INV-2022-0049,PAPP-2022-0049,PAY-2022-0049,matched
913.000000,INV-2022-0049,PAPP-2022-0049,PAY-2022-0049,matched
1148.000000,INV-2022-0050,PAPP-2022-0050,PAY-2022-0050,matched
1148.000000,INV-2022-0050,PAPP-2022-0050,PAY-2022-0050,matched
1148.000000,INV-2022-0050,PAPP-2022-0050,PAY-2022-0050,matched
1148.000000,INV-2022-0050,PAPP-2022-0050,PAY-2022-0050,matched
1130.000000,INV-2022-0051,PAPP-2022-0051,PAY-2022-0051,matched
1130.000000,INV-2022-0051,PAPP-2022-0051,PAY-2022-0051,matched
1130.000000,INV-2022-0051,PAPP-2022-0051,PAY-2022-0051,matched
1130.000000,INV-2022-0051,PAPP-2022-0051,PAY-2022-0051,matched
956.000000,INV-2022-0052,PAPP-2022-0052,PAY-2022-0052,matched
956.000000,INV-2022-0052,PAPP-2022-0052,PAY-2022-0052,matched
956.000000,INV-2022-0052,PAPP-2022-0052,PAY-2022-0052,matched
956.000000,INV-2022-0052,PAPP-2022-0052,PAY-2022-0052,matched
954.000000,INV-2022-0053,PAPP-2022-0053,PAY-2022-0053,matched
954.000000,INV-2022-0053,PAPP-2022-0053,PAY-2022-0053,matched
954.000000,INV-2022-0053,PAPP-2022-0053,PAY-2022-0053,matched
954.000000,INV-2022-0053,PAPP-2022-0053,PAY-2022-0053,matched
982.000000,INV-2022-0054,PAPP-2022-0054,PAY-2022-0054,matched
982.000000,INV-2022-0054,PAPP-2022-0054,PAY-2022-0054,matched
982.000000,INV-2022-0054,PAPP-2022-0054,PAY-2022-0054,matched
982.000000,INV-2022-0054,PAPP-2022-0054,PAY-2022-0054,matched
714.000000,INV-2022-0055,PAPP-2022-0055,PAY-2022-0055,matched
714.000000,INV-2022-0055,PAPP-2022-0055,PAY-2022-0055,matched
714.000000,INV-2022-0055,PAPP-2022-0055,PAY-2022-0055,matched
714.000000,INV-2022-0055,PAPP-2022-0055,PAY-2022-0055,matched
878.000000,INV-2022-0056,PAPP-2022-0056,PAY-2022-0056,matched
878.000000,INV-2022-0056,PAPP-2022-0056,PAY-2022-0056,matched
878.000000,INV-2022-0056,PAPP-2022-0056,PAY-2022-0056,matched
878.000000,INV-2022-0056,PAPP-2022-0056,PAY-2022-0056,matched
751.000000,INV-2022-0057,PAPP-2022-0057,PAY-2022-0057,matched
751.000000,INV-2022-0057,PAPP-2022-0057,PAY-2022-0057,matched
751.000000,INV-2022-0057,PAPP-2022-0057,PAY-2022-0057,matched
751.000000,INV-2022-0057,PAPP-2022-0057,PAY-2022-0057,matched
1087.000000,INV-2022-0058,PAPP-2022-0058,PAY-2022-0058,matched
1087.000000,INV-2022-0058,PAPP-2022-0058,PAY-2022-0058,matched
1087.000000,INV-2022-0058,PAPP-2022-0058,PAY-2022-0058,matched
1087.000000,INV-2022-0058,PAPP-2022-0058,PAY-2022-0058,matched
1106.000000,INV-2022-0059,PAPP-2022-0059,PAY-2022-0059,matched
1106.000000,INV-2022-0059,PAPP-2022-0059,PAY-2022-0059,matched
1106.000000,INV-2022-0059,PAPP-2022-0059,PAY-2022-0059,matched
1106.000000,INV-2022-0059,PAPP-2022-0059,PAY-2022-0059,matched
842.000000,INV-2022-0060,PAPP-2022-0060,PAY-2022-0060,matched
842.000000,INV-2022-0060,PAPP-2022-0060,PAY-2022-0060,matched
842.000000,INV-2022-0060,PAPP-2022-0060,PAY-2022-0060,matched
842.000000,INV-2022-0060,PAPP-2022-0060,PAY-2022-0060,matched
735.000000,INV-2022-0061,PAPP-2022-0061,PAY-2022-0061,matched
735.000000,INV-2022-0061,PAPP-2022-0061,PAY-2022-0061,matched
735.000000,INV-2022-0061,PAPP-2022-0061,PAY-2022-0061,matched
735.000000,INV-2022-0061,PAPP-2022-0061,PAY-2022-0061,matched
726.000000,INV-2022-0062,PAPP-2022-0062,PAY-2022-0062,matched
726.000000,INV-2022-0062,PAPP-2022-0062,PAY-2022-0062,matched
726.000000,INV-2022-0062,PAPP-2022-0062,PAY-2022-0062,matched
726.000000,INV-2022-0062,PAPP-2022-0062,PAY-2022-0062,matched
5579.000000,INV-2022-0063,PAPP-2022-0063,PAY-2022-0063,partially_matched
5579.000000,INV-2022-0063,PAPP-2022-0063,PAY-2022-0063,partially_matched
5579.000000,INV-2022-0063,PAPP-2022-0063,PAY-2022-0063,partially_matched
485.000000,INV-2022-0064,PAPP-2022-0064,PAY-2022-0064,matched
485.000000,INV-2022-0064,PAPP-2022-0064,PAY-2022-0064,matched
485.000000,INV-2022-0064,PAPP-2022-0064,PAY-2022-0064,matched
485.000000,INV-2022-0064,PAPP-2022-0064,PAY-2022-0064,matched
569.000000,INV-2022-0065,PAPP-2022-0065,PAY-2022-0065,matched
569.000000,INV-2022-0065,PAPP-2022-0065,PAY-2022-0065,matched
569.000000,INV-2022-0065,PAPP-2022-0065,PAY-2022-0065,matched
569.000000,INV-2022-0065,PAPP-2022-0065,PAY-2022-0065,matched
533.000000,INV-2022-0066,PAPP-2022-0066,PAY-2022-0066,matched
533.000000,INV-2022-0066,PAPP-2022-0066,PAY-2022-0066,matched
533.000000,INV-2022-0066,PAPP-2022-0066,PAY-2022-0066,matched
533.000000,INV-2022-0066,PAPP-2022-0066,PAY-2022-0066,matched
507.000000,INV-2022-0067,PAPP-2022-0067,PAY-2022-0067,matched
507.000000,INV-2022-0067,PAPP-2022-0067,PAY-2022-0067,matched
507.000000,INV-2022-0067,PAPP-2022-0067,PAY-2022-0067,matched
507.000000,INV-2022-0067,PAPP-2022-0067,PAY-2022-0067,matched
527.000000,INV-2022-0068,PAPP-2022-0068,PAY-2022-0068,matched
527.000000,INV-2022-0068,PAPP-2022-0068,PAY-2022-0068,matched
527.000000,INV-2022-0068,PAPP-2022-0068,PAY-2022-0068,matched
527.000000,INV-2022-0068,PAPP-2022-0068,PAY-2022-0068,matched
747.000000,INV-2022-0069,PAPP-2022-0069,PAY-2022-0069,matched
747.000000,INV-2022-0069,PAPP-2022-0069,PAY-2022-0069,matched
747.000000,INV-2022-0069,PAPP-2022-0069,PAY-2022-0069,matched
747.000000,INV-2022-0069,PAPP-2022-0069,PAY-2022-0069,matched
589.000000,INV-2022-0070,PAPP-2022-0070,PAY-2022-0070,matched
589.000000,INV-2022-0070,PAPP-2022-0070,PAY-2022-0070,matched
589.000000,INV-2022-0070,PAPP-2022-0070,PAY-2022-0070,matched
589.000000,INV-2022-0070,PAPP-2022-0070,PAY-2022-0070,matched
520.000000,INV-2022-0071,PAPP-2022-0071,PAY-2022-0071,matched
520.000000,INV-2022-0071,PAPP-2022-0071,PAY-2022-0071,matched
520.000000,INV-2022-0071,PAPP-2022-0071,PAY-2022-0071,matched
520.000000,INV-2022-0071,PAPP-2022-0071,PAY-2022-0071,matched
632.000000,INV-2022-0072,PAPP-2022-0072,PAY-2022-0072,matched
632.000000,INV-2022-0072,PAPP-2022-0072,PAY-2022-0072,matched
632.000000,INV-2022-0072,PAPP-2022-0072,PAY-2022-0072,matched
632.000000,INV-2022-0072,PAPP-2022-0072,PAY-2022-0072,matched
597.000000,INV-2022-0073,PAPP-2022-0073,PAY-2022-0073,matched
597.000000,INV-2022-0073,PAPP-2022-0073,PAY-2022-0073,matched
597.000000,INV-2022-0073,PAPP-2022-0073,PAY-2022-0073,matched
597.000000,INV-2022-0073,PAPP-2022-0073,PAY-2022-0073,matched
536.000000,INV-2022-0074,PAPP-2022-0074,PAY-2022-0074,matched
536.000000,INV-2022-0074,PAPP-2022-0074,PAY-2022-0074,matched
536.000000,INV-2022-0074,PAPP-2022-0074,PAY-2022-0074,matched
536.000000,INV-2022-0074,PAPP-2022-0074,PAY-2022-0074,matched
624.000000,INV-2022-0075,PAPP-2022-0075,PAY-2022-0075,matched
624.000000,INV-2022-0075,PAPP-2022-0075,PAY-2022-0075,matched
624.000000,INV-2022-0075,PAPP-2022-0075,PAY-2022-0075,matched
624.000000,INV-2022-0075,PAPP-2022-0075,PAY-2022-0075,matched
773.000000,INV-2022-0076,PAPP-2022-0076,PAY-2022-0076,matched
773.000000,INV-2022-0076,PAPP-2022-0076,PAY-2022-0076,matched
773.000000,INV-2022-0076,PAPP-2022-0076,PAY-2022-0076,matched
773.000000,INV-2022-0076,PAPP-2022-0076,PAY-2022-0076,matched
632.000000,INV-2022-0077,PAPP-2022-0077,PAY-2022-0077,matched
632.000000,INV-2022-0077,PAPP-2022-0077,PAY-2022-0077,matched
632.000000,INV-2022-0077,PAPP-2022-0077,PAY-2022-0077,matched
632.000000,INV-2022-0077,PAPP-2022-0077,PAY-2022-0077,matched
717.000000,INV-2022-0078,PAPP-2022-0078,PAY-2022-0078,matched
717.000000,INV-2022-0078,PAPP-2022-0078,PAY-2022-0078,matched
717.000000,INV-2022-0078,PAPP-2022-0078,PAY-2022-0078,matched
717.000000,INV-2022-0078,PAPP-2022-0078,PAY-2022-0078,matched
451.000000,INV-2022-0079,PAPP-2022-0079,PAY-2022-0079,matched
451.000000,INV-2022-0079,PAPP-2022-0079,PAY-2022-0079,matched
451.000000,INV-2022-0079,PAPP-2022-0079,PAY-2022-0079,matched
451.000000,INV-2022-0079,PAPP-2022-0079,PAY-2022-0079,matched
694.000000,INV-2022-0080,PAPP-2022-0080,PAY-2022-0080,matched
694.000000,INV-2022-0080,PAPP-2022-0080,PAY-2022-0080,matched
694.000000,INV-2022-0080,PAPP-2022-0080,PAY-2022-0080,matched
694.000000,INV-2022-0080,PAPP-2022-0080,PAY-2022-0080,matched
512.000000,INV-2022-0081,PAPP-2022-0081,PAY-2022-0081,matched
512.000000,INV-2022-0081,PAPP-2022-0081,PAY-2022-0081,matched
512.000000,INV-2022-0081,PAPP-2022-0081,PAY-2022-0081,matched
512.000000,INV-2022-0081,PAPP-2022-0081,PAY-2022-0081,matched
512.000000,INV-2022-0082,PAPP-2022-0082,PAY-2022-0082,matched
512.000000,INV-2022-0082,PAPP-2022-0082,PAY-2022-0082,matched
512.000000,INV-2022-0082,PAPP-2022-0082,PAY-2022-0082,matched
512.000000,INV-2022-0082,PAPP-2022-0082,PAY-2022-0082,matched
619.000000,INV-2022-0083,PAPP-2022-0083,PAY-2022-0083,matched
619.000000,INV-2022-0083,PAPP-2022-0083,PAY-2022-0083,matched
619.000000,INV-2022-0083,PAPP-2022-0083,PAY-2022-0083,matched
619.000000,INV-2022-0083,PAPP-2022-0083,PAY-2022-0083,matched
784.000000,INV-2022-0084,PAPP-2022-0084,PAY-2022-0084,matched
784.000000,INV-2022-0084,PAPP-2022-0084,PAY-2022-0084,matched
784.000000,INV-2022-0084,PAPP-2022-0084,PAY-2022-0084,matched
784.000000,INV-2022-0084,PAPP-2022-0084,PAY-2022-0084,matched
529.000000,INV-2022-0085,PAPP-2022-0085,PAY-2022-0085,matched
529.000000,INV-2022-0085,PAPP-2022-0085,PAY-2022-0085,matched
529.000000,INV-2022-0085,PAPP-2022-0085,PAY-2022-0085,matched
529.000000,INV-2022-0085,PAPP-2022-0085,PAY-2022-0085,matched
617.000000,INV-2022-0086,PAPP-2022-0086,PAY-2022-0086,matched
617.000000,INV-2022-0086,PAPP-2022-0086,PAY-2022-0086,matched
617.000000,INV-2022-0086,PAPP-2022-0086,PAY-2022-0086,matched
617.000000,INV-2022-0086,PAPP-2022-0086,PAY-2022-0086,matched
646.000000,INV-2022-0087,PAPP-2022-0087,PAY-2022-0087,matched
646.000000,INV-2022-0087,PAPP-2022-0087,PAY-2022-0087,matched
646.000000,INV-2022-0087,PAPP-2022-0087,PAY-2022-0087,matched
646.000000,INV-2022-0087,PAPP-2022-0087,PAY-2022-0087,matched
602.000000,INV-2022-0088,PAPP-2022-0088,PAY-2022-0088,matched
602.000000,INV-2022-0088,PAPP-2022-0088,PAY-2022-0088,matched
602.000000,INV-2022-0088,PAPP-2022-0088,PAY-2022-0088,matched
602.000000,INV-2022-0088,PAPP-2022-0088,PAY-2022-0088,matched
654.000000,INV-2022-0089,PAPP-2022-0089,PAY-2022-0089,matched
654.000000,INV-2022-0089,PAPP-2022-0089,PAY-2022-0089,matched
654.000000,INV-2022-0089,PAPP-2022-0089,PAY-2022-0089,matched
654.000000,INV-2022-0089,PAPP-2022-0089,PAY-2022-0089,matched
724.000000,INV-2022-0090,PAPP-2022-0090,PAY-2022-0090,matched
724.000000,INV-2022-0090,PAPP-2022-0090,PAY-2022-0090,matched
724.000000,INV-2022-0090,PAPP-2022-0090,PAY-2022-0090,matched
724.000000,INV-2022-0090,PAPP-2022-0090,PAY-2022-0090,matched
597.000000,INV-2022-0091,PAPP-2022-0091,PAY-2022-0091,matched
597.000000,INV-2022-0091,PAPP-2022-0091,PAY-2022-0091,matched
597.000000,INV-2022-0091,PAPP-2022-0091,PAY-2022-0091,matched
597.000000,INV-2022-0091,PAPP-2022-0091,PAY-2022-0091,matched
639.000000,INV-2022-0092,PAPP-2022-0092,PAY-2022-0092,matched
639.000000,INV-2022-0092,PAPP-2022-0092,PAY-2022-0092,matched
639.000000,INV-2022-0092,PAPP-2022-0092,PAY-2022-0092,matched
