bank_transaction_id,code,gl_record_id,id,payroll_run_id,severity,status
,unmatched_payroll_gl,JL-2022-001983-01,119,,warning,open
,unmatched_payroll_gl,JL-2022-001983-02,120,,warning,open
,unmatched_payroll_gl,JL-2022-001984-01,121,,warning,open
,unmatched_payroll_gl,JL-2022-001984-02,122,,warning,open
,unmatched_payroll_gl,JL-2022-001985-01,123,,warning,open
,unmatched_payroll_gl,JL-2022-001985-02,124,,warning,open
,unmatched_payroll_gl,JL-2022-001986-01,125,,warning,open
,unmatched_payroll_gl,JL-2022-001986-02,126,,warning,open
,unmatched_payroll_gl,JL-2022-001987-01,127,,warning,open
,unmatched_payroll_gl,JL-2022-001987-02,128,,warning,open
,unmatched_payroll_gl,JL-2023-001988-01,129,,warning,open
,unmatched_payroll_gl,JL-2023-001988-02,130,,warning,open
,unmatched_payroll_gl,JL-2023-001989-01,131,,warning,open
,unmatched_payroll_gl,JL-2023-001989-02,132,,warning,open
,unmatched_payroll_gl,JL-2023-001990-01,133,,warning,open
,unmatched_payroll_gl,JL-2023-001990-02,134,,warning,open
,unmatched_payroll_gl,JL-2023-001991-01,135,,warning,open
,unmatched_payroll_gl,JL-2023-001991-02,136,,warning,open
,unmatched_payroll_gl,JL-2023-001992-01,137,,warning,open
,unmatched_payroll_gl,JL-2023-001992-02,138,,warning,open
,unmatched_payroll_gl,JL-2023-001993-01,139,,warning,open
,unmatched_payroll_gl,JL-2023-001993-02,140,,warning,open
,unmatched_payroll_gl,JL-2023-001994-01,141,,warning,open
,unmatched_payroll_gl,JL-2023-001994-02,142,,warning,open
,unmatched_payroll_gl,JL-2023-001995-01,143,,warning,open
,unmatched_payroll_gl,JL-2023-001995-02,144,,warning,open
,unmatched_payroll_gl,JL-2023-001996-01,145,,warning,open
,unmatched_payroll_gl,JL-2023-001996-02,146,,warning,open
,unmatched_payroll_gl,JL-2023-001997-01,147,,warning,open
,unmatched_payroll_gl,JL-2023-001997-02,148,,warning,open
,unmatched_payroll_gl,JL-2023-001998-01,149,,warning,open
,unmatched_payroll_gl,JL-2023-001998-02,150,,warning,open
,unmatched_payroll_gl,JL-2023-001999-01,151,,warning,open
,unmatched_payroll_gl,JL-2023-001999-02,152,,warning,open
,unmatched_payroll_gl,JL-2023-002000-01,153,,warning,open
,unmatched_payroll_gl,JL-2023-002000-02,154,,warning,open
,unmatched_payroll_gl,JL-2023-002001-01,155,,warning,open
,unmatched_payroll_gl,JL-2023-002001-02,156,,warning,open
,unmatched_payroll_gl,JL-2023-002002-01,157,,warning,open
,unmatched_payroll_gl,JL-2023-002002-02,158,,warning,open
,unmatched_payroll_gl,JL-2023-002003-01,159,,warning,open
,unmatched_payroll_gl,JL-2023-002003-02,160,,warning,open
,unmatched_payroll_gl,JL-2023-002004-01,161,,warning,open
,unmatched_payroll_gl,JL-2023-002004-02,162,,warning,open
,unmatched_payroll_gl,JL-2023-002005-01,163,,warning,open
,unmatched_payroll_gl,JL-2023-002005-02,164,,warning,open
,unmatched_payroll_gl,JL-2023-002006-01,165,,warning,open
,unmatched_payroll_gl,JL-2023-002006-02,166,,warning,open
,unmatched_payroll_gl,JL-2023-002007-01,167,,warning,open
,unmatched_payroll_gl,JL-2023-002007-02,168,,warning,open
,unmatched_payroll_gl,JL-2023-002008-01,169,,warning,open
,unmatched_payroll_gl,JL-2023-002008-02,170,,warning,open
,unmatched_payroll_gl,JL-2023-002009-01,171,,warning,open
,unmatched_payroll_gl,JL-2023-002009-02,172,,warning,open
,unmatched_payroll_gl,JL-2023-002010-01,173,,warning,open
,unmatched_payroll_gl,JL-2023-002010-02,174,,warning,open
,unmatched_payroll_gl,JL-2023-002011-01,175,,warning,open
,unmatched_payroll_gl,JL-2023-002011-02,176,,warning,open
,unmatched_payroll_gl,JL-2023-002012-01,177,,warning,open
,unmatched_payroll_gl,JL-2023-002012-02,178,,warning,open
,unmatched_payroll_gl,JL-2023-002013-01,179,,warning,open
,unmatched_payroll_gl,JL-2023-002013-02,180,,warning,open
