amount,confidence,group_id,status,type
432.000000,0.980000,1029,matched,one_to_one
770.000000,0.980000,1030,matched,one_to_one
421.000000,0.980000,1031,matched,one_to_one
437.000000,0.980000,1032,matched,one_to_one
450.000000,0.980000,1033,matched,one_to_one
682.000000,0.980000,1034,matched,one_to_one
676.000000,0.980000,1035,matched,one_to_one
683.000000,0.980000,1036,matched,one_to_one
716.000000,0.980000,1037,matched,one_to_one
403.000000,0.980000,1038,matched,one_to_one
148.000000,0.980000,1039,matched,one_to_one
571.000000,0.980000,1040,matched,one_to_one
445.000000,0.980000,1041,matched,one_to_one
436.000000,0.980000,1043,matched,one_to_one
701.000000,0.980000,1044,matched,one_to_one
515.000000,0.980000,1046,matched,one_to_one
560.000000,0.980000,1047,matched,one_to_one
527.000000,0.980000,1048,matched,one_to_one
622.000000,0.980000,1049,matched,one_to_one
722.000000,0.980000,1050,matched,one_to_one
679.000000,0.980000,1051,matched,one_to_one
741.000000,0.980000,1052,matched,one_to_one
526.000000,0.980000,1053,matched,one_to_one
785.000000,0.980000,1054,matched,one_to_one
503.000000,0.980000,1055,matched,one_to_one
698.000000,0.980000,1056,matched,one_to_one
438.000000,0.980000,1057,matched,one_to_one
646.000000,0.980000,1058,matched,one_to_one
705.000000,0.980000,1059,matched,one_to_one
412.000000,0.980000,1060,matched,one_to_one
490.000000,0.980000,1061,matched,one_to_one
435.000000,0.980000,1062,matched,one_to_one
720.000000,0.980000,1063,matched,one_to_one
499.000000,0.980000,1064,matched,one_to_one
770.000000,0.980000,1065,matched,one_to_one
491.000000,0.980000,1066,matched,one_to_one
687.000000,0.980000,1067,matched,one_to_one
741.000000,0.980000,1068,matched,one_to_one
585.000000,0.980000,1069,matched,one_to_one
524.000000,0.980000,1070,matched,one_to_one
457.000000,0.980000,1071,matched,one_to_one
279.000000,0.980000,1072,matched,one_to_one
725.000000,0.980000,1073,matched,one_to_one
500.000000,0.980000,1074,matched,one_to_one
452.000000,0.980000,1075,matched,one_to_one
507.000000,0.980000,1076,matched,one_to_one
595.000000,0.980000,1077,matched,one_to_one
771.000000,0.980000,1078,matched,one_to_one
754.000000,0.980000,1079,matched,one_to_one
707.000000,0.980000,1080,matched,one_to_one
469.000000,0.980000,1081,matched,one_to_one
505.000000,0.980000,1082,matched,one_to_one
544.000000,0.980000,1083,matched,one_to_one
674.000000,0.980000,1084,matched,one_to_one
745.000000,0.980000,1085,matched,one_to_one
216.000000,0.980000,1086,matched,one_to_one
795.000000,0.980000,1087,matched,one_to_one
457.000000,0.980000,1088,matched,one_to_one
638.000000,0.980000,1089,matched,one_to_one
525.000000,0.980000,1090,matched,one_to_one
188.000000,0.980000,1091,matched,one_to_one
772.000000,0.980000,1092,matched,one_to_one
588.000000,0.980000,1093,matched,one_to_one
468.000000,0.980000,1094,matched,one_to_one
646.000000,0.980000,1095,matched,one_to_one
253.000000,0.980000,1096,matched,one_to_one
485.000000,0.980000,1097,matched,one_to_one
319.000000,0.980000,1098,matched,one_to_one
446.000000,0.980000,1099,matched,one_to_one
337.000000,0.980000,1100,matched,one_to_one
603.000000,0.980000,1101,matched,one_to_one
440.000000,0.980000,1102,matched,one_to_one
688.000000,0.980000,1103,matched,one_to_one
756.000000,0.980000,1104,matched,one_to_one
409.000000,0.980000,1105,matched,one_to_one
499.000000,0.980000,1106,matched,one_to_one
322.000000,0.980000,1107,matched,one_to_one
749.000000,0.980000,1108,matched,one_to_one
595.000000,0.980000,1109,matched,one_to_one
824.000000,0.980000,1110,matched,one_to_one
515.000000,0.980000,1111,matched,one_to_one
346.000000,0.980000,1112,matched,one_to_one
996.000000,0.980000,1113,matched,one_to_one
659.000000,0.980000,1114,matched,one_to_one
651.000000,0.980000,1115,matched,one_to_one
662.000000,0.980000,1116,matched,one_to_one
916.000000,0.980000,1117,matched,one_to_one
926.000000,0.980000,1118,matched,one_to_one
822.000000,0.980000,1119,matched,one_to_one
667.000000,0.980000,1120,matched,one_to_one
543.000000,0.980000,1121,matched,one_to_one
511.000000,0.980000,1122,matched,one_to_one
485.000000,0.980000,1123,matched,one_to_one
998.000000,0.980000,1124,matched,one_to_one
714.000000,0.980000,1125,matched,one_to_one
363.000000,0.980000,1126,matched,one_to_one
909.000000,0.980000,1127,matched,one_to_one
917.000000,0.980000,1128,matched,one_to_one
890.000000,0.980000,1129,matched,one_to_one
213.000000,0.980000,1130,matched,one_to_one
574.000000,0.980000,1131,matched,one_to_one
919.000000,0.980000,1132,matched,one_to_one
748.000000,0.980000,1133,matched,one_to_one
856.000000,0.980000,1134,matched,one_to_one
691.000000,0.980000,1135,matched,one_to_one
598.000000,0.980000,1136,matched,one_to_one
965.000000,0.980000,1137,matched,one_to_one
595.000000,0.980000,1138,matched,one_to_one
689.000000,0.980000,1139,matched,one_to_one
767.000000,0.980000,1140,matched,one_to_one
512.000000,0.980000,1141,matched,one_to_one
854.000000,0.980000,1142,matched,one_to_one
372.000000,0.980000,1143,matched,one_to_one
561.000000,0.980000,1144,matched,one_to_one
716.000000,0.980000,1145,matched,one_to_one
686.000000,0.980000,1146,matched,one_to_one
199.000000,0.980000,1147,matched,one_to_one
944.000000,0.980000,1148,matched,one_to_one
575.000000,0.980000,1149,matched,one_to_one
783.000000,0.980000,1150,matched,one_to_one
883.000000,0.980000,1151,matched,one_to_one
866.000000,0.980000,1152,matched,one_to_one
168.000000,0.980000,1153,matched,one_to_one
895.000000,0.980000,1154,matched,one_to_one
878.000000,0.980000,1155,matched,one_to_one
552.000000,0.980000,1156,matched,one_to_one
556.000000,0.980000,1157,matched,one_to_one
280.000000,0.980000,1158,matched,one_to_one
685.000000,0.980000,1159,matched,one_to_one
322.000000,0.980000,1160,matched,one_to_one
632.000000,0.980000,1161,matched,one_to_one
720.000000,0.980000,1162,matched,one_to_one
645.000000,0.980000,1163,matched,one_to_one
508.000000,0.980000,1164,matched,one_to_one
991.000000,0.980000,1165,matched,one_to_one
729.000000,0.980000,1166,matched,one_to_one
240.000000,0.980000,1167,matched,one_to_one
892.000000,0.980000,1168,matched,one_to_one
621.000000,0.980000,1169,matched,one_to_one
128.000000,0.980000,1170,matched,one_to_one
921.000000,0.980000,1171,matched,one_to_one
995.000000,0.980000,1172,matched,one_to_one
841.000000,0.980000,1173,matched,one_to_one
826.000000,0.980000,1174,matched,one_to_one
631.000000,0.980000,1175,matched,one_to_one
751.000000,0.980000,1176,matched,one_to_one
463.000000,0.980000,1177,matched,one_to_one
701.000000,0.980000,1178,matched,one_to_one
538.000000,0.980000,1179,matched,one_to_one
672.000000,0.980000,1180,matched,one_to_one
319.000000,0.980000,1181,matched,one_to_one
647.000000,0.980000,1182,matched,one_to_one
416.000000,0.980000,1183,matched,one_to_one
1122.000000,0.980000,1184,matched,one_to_one
1160.000000,0.980000,1185,matched,one_to_one
890.000000,0.980000,1186,matched,one_to_one
1108.000000,0.980000,1187,matched,one_to_one
1121.000000,0.980000,1188,matched,one_to_one
757.000000,0.980000,1189,matched,one_to_one
259.000000,0.980000,1190,matched,one_to_one
1016.000000,0.980000,1191,matched,one_to_one
779.000000,0.980000,1192,matched,one_to_one
902.000000,0.980000,1193,matched,one_to_one
863.000000,0.980000,1194,matched,one_to_one
719.000000,0.980000,1195,matched,one_to_one
146.000000,0.980000,1196,matched,one_to_one
1004.000000,0.980000,1197,matched,one_to_one
1114.000000,0.980000,1198,matched,one_to_one
753.000000,0.980000,1199,matched,one_to_one
843.000000,0.980000,1200,matched,one_to_one
1158.000000,0.980000,1201,matched,one_to_one
923.000000,0.980000,1202,matched,one_to_one
457.000000,0.980000,1203,matched,one_to_one
1107.000000,0.980000,1204,matched,one_to_one
707.000000,0.980000,1205,matched,one_to_one
263.000000,0.980000,1206,matched,one_to_one
835.000000,0.980000,1207,matched,one_to_one
877.000000,0.980000,1208,matched,one_to_one
1056.000000,0.980000,1209,matched,one_to_one
891.000000,0.980000,1210,matched,one_to_one
1146.000000,0.980000,1211,matched,one_to_one
1116.000000,0.980000,1212,matched,one_to_one
1160.000000,0.980000,1213,matched,one_to_one
1112.000000,0.980000,1214,matched,one_to_one
134.000000,0.980000,1215,matched,one_to_one
1089.000000,0.980000,1216,matched,one_to_one
955.000000,0.980000,1217,matched,one_to_one
1108.000000,0.980000,1218,matched,one_to_one
1011.000000,0.980000,1219,matched,one_to_one
950.000000,0.980000,1220,matched,one_to_one
218.000000,0.980000,1221,matched,one_to_one
1073.000000,0.980000,1222,matched,one_to_one
923.000000,0.980000,1223,matched,one_to_one
966.000000,0.980000,1224,matched,one_to_one
762.000000,0.980000,1225,matched,one_to_one
1014.000000,0.980000,1226,matched,one_to_one
1160.000000,0.980000,1227,matched,one_to_one
204.000000,0.980000,1228,matched,one_to_one
1084.000000,0.980000,1229,matched,one_to_one
410.000000,0.980000,1230,matched,one_to_one
1164.000000,0.980000,1231,matched,one_to_one
832.000000,0.980000,1232,matched,one_to_one
1136.000000,0.980000,1233,matched,one_to_one
752.000000,0.980000,1234,matched,one_to_one
1157.000000,0.980000,1235,matched,one_to_one
784.000000,0.980000,1236,matched,one_to_one
1065.000000,0.980000,1237,matched,one_to_one
872.000000,0.980000,1238,matched,one_to_one
1145.000000,0.980000,1239,matched,one_to_one
1187.000000,0.980000,1240,matched,one_to_one
1047.000000,0.980000,1241,matched,one_to_one
738.000000,0.980000,1242,matched,one_to_one
861.000000,0.980000,1243,matched,one_to_one
958.000000,0.980000,1244,matched,one_to_one
967.000000,0.980000,1245,matched,one_to_one
935.000000,0.980000,1246,matched,one_to_one
921.000000,0.980000,1247,matched,one_to_one
1100.000000,0.980000,1248,matched,one_to_one
402.000000,0.980000,1249,matched,one_to_one
1040.000000,0.980000,1250,matched,one_to_one
774.000000,0.980000,1251,matched,one_to_one
1121.000000,0.980000,1252,matched,one_to_one
925.000000,0.980000,1253,matched,one_to_one
797.000000,0.980000,1254,matched,one_to_one
1034.000000,0.980000,1255,matched,one_to_one
1146.000000,0.980000,1256,matched,one_to_one
948.000000,0.980000,1257,matched,one_to_one
1171.000000,0.980000,1258,matched,one_to_one
729.000000,0.980000,1259,matched,one_to_one
750.000000,0.980000,1260,matched,one_to_one
984.000000,0.980000,1261,matched,one_to_one
283.000000,0.980000,1262,matched,one_to_one
1029.000000,0.980000,1263,matched,one_to_one
1039.000000,0.980000,1264,matched,one_to_one
733.000000,0.980000,1265,matched,one_to_one
1149.000000,0.980000,1266,matched,one_to_one
934.000000,0.980000,1267,matched,one_to_one
1158.000000,0.980000,1268,matched,one_to_one
348.000000,0.980000,1269,matched,one_to_one
1073.000000,0.980000,1270,matched,one_to_one
1087.000000,0.980000,1271,matched,one_to_one
283.000000,0.980000,1272,matched,one_to_one
894.000000,0.980000,1273,matched,one_to_one
854.000000,0.980000,1274,matched,one_to_one
1133.000000,0.980000,1275,matched,one_to_one
750.000000,0.980000,1276,matched,one_to_one
104.000000,0.980000,1277,matched,one_to_one
791.000000,0.980000,1278,matched,one_to_one
721.000000,0.980000,1279,matched,one_to_one
100.000000,0.980000,1280,matched,one_to_one
932.000000,0.980000,1281,matched,one_to_one
745.000000,0.980000,1282,matched,one_to_one
777.000000,0.980000,1283,matched,one_to_one
1110.000000,0.980000,1284,matched,one_to_one
348.000000,0.980000,1285,matched,one_to_one
913.000000,0.980000,1286,matched,one_to_one
449.000000,0.980000,1287,matched,one_to_one
1018.000000,0.980000,1288,matched,one_to_one
1036.000000,0.980000,1289,matched,one_to_one
956.000000,0.980000,1290,matched,one_to_one
454.000000,0.980000,1291,matched,one_to_one
879.000000,0.980000,1292,matched,one_to_one
826.000000,0.980000,1293,matched,one_to_one
1170.000000,0.980000,1295,matched,one_to_one
1085.000000,0.980000,1296,matched,one_to_one
470.000000,0.980000,1298,matched,one_to_one
810.000000,0.980000,1299,matched,one_to_one
1062.000000,0.980000,1300,matched,one_to_one
1192.000000,0.980000,1301,matched,one_to_one
993.000000,0.980000,1302,matched,one_to_one
714.000000,0.980000,1303,matched,one_to_one
218.000000,0.980000,1304,matched,one_to_one
727.000000,0.980000,1305,matched,one_to_one
372.000000,0.980000,1306,matched,one_to_one
825.000000,0.980000,1307,matched,one_to_one
244.000000,0.980000,1308,matched,one_to_one
911.000000,0.980000,1309,matched,one_to_one
1093.000000,0.980000,1310,matched,one_to_one
808.000000,0.980000,1311,matched,one_to_one
927.000000,0.980000,1312,matched,one_to_one
733.000000,0.980000,1313,matched,one_to_one
1123.000000,0.980000,1314,matched,one_to_one
782.000000,0.980000,1315,matched,one_to_one
800.000000,0.980000,1316,matched,one_to_one
981.000000,0.980000,1317,matched,one_to_one
1142.000000,0.980000,1318,matched,one_to_one
1064.000000,0.980000,1319,matched,one_to_one
1076.000000,0.980000,1320,matched,one_to_one
849.000000,0.980000,1321,matched,one_to_one
769.000000,0.980000,1322,matched,one_to_one
703.000000,0.980000,1323,matched,one_to_one
1145.000000,0.980000,1324,matched,one_to_one
794.000000,0.980000,1325,matched,one_to_one
236.000000,0.980000,1326,matched,one_to_one
942.000000,0.980000,1327,matched,one_to_one
328.000000,0.980000,1328,matched,one_to_one
